NAME,CREATOR,TYPE,CTIME,REMARKS,PACKED_DESC,VIEW_DESC,COLCOUNT,FID,TID,CARD,NPAGES,FPAGES,OVERFLOW,PARENTS,CHILDREN,SELFREFS,KEYCOLUMNS,KEYOBID,REL_DESC,BASE_NAME,BASE_SCHEMA,TBSPACE,INDEX_TBSPACE,LONG_TBSPACE,KEYUNIQUE,CHECKCOUNT,CHECK_DESC,STATS_TIME,DEFINER,TRIG_DESC,DATA_CAPTURE,STATUS,CONST_CHECKED,PMAP_ID,ENCODING_SCHEME,PCTFREE,ROWTYPESCHEMA,ROWTYPENAME,APPEND_MODE,PARTITION_MODE,REFRESH,REFRESH_TIME,LOCKSIZE,VOLATILE,REMOTE_DESC,CLUSTERED,AST_DESC,DROPRULE,LOGINDEXBUILD,PROPERTY,STATISTICS_PROFILE,COMPRESSION,ACCESS_MODE,ACTIVE_BLOCKS,MAXFREESPACESEARCH,AVGCOMPRESSEDROWSIZE,AVGROWCOMPRESSIONRATIO,AVGROWSIZE,PCTROWSCOMPRESSED,CODEPAGE,PCTPAGESSAVED,LAST_REGEN_TIME,SECPOLICYID,PROTECTIONGRANULARITY,INVALIDATE_TIME,DEFINERTYPE,ALTER_TIME,AUDITPOLICYID,COLLATIONID,COLLATIONID_ORDERBY,ONCOMMIT,ONROLLBACK,LOGGED,LASTUSED,CONTROL,CONTROLS_DESC,ROWCOMPMODE,AUDITEXCEPTION_DESC,AUDITEXCEPTIONENABLED,MPAGES,EXTENDED_ROW_SIZE,PCTEXTENDEDROWS
SYSPLANAUTH,SYSIBM  ,T,2020-07-29 17:29:34.774381,,882f000012000000d9080000000000000e000000000000000e000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff00000000000000000b000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000b00000000000000000000000000000000000000000000000000000000000000b00c0000481b0000000000000000000000000000000000000000000000000000302e000000000000581b00000014080000000400e70300000000feffb80400000000000000000000000000004a0000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230423195347232073202007291729347743812022081522131241015500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,11,18,0,2265,14,14,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-23 19:53:47.232073,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,74,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:12.410155,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,881000000300000003000000000000000000000000000000200500006d00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002700060008000b000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953504c414e41555448000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSTABAUTH,SYSIBM  ,T,2020-07-29 17:29:34.774381,,c83a000013000000ff180000000000007d000000000000008c000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000011000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000c8100000601f00000000000000000000000000000000000000000000000000001039000000000000701f00000014080000000400e70300000000feffb8040000000000000000000000000000540000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230422144348268631202007291729347743812022081522131288712600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,17,19,0,6399,125,140,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-22 14:43:48.268631,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,84,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:12.887126,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,481100000300000003000000000000000000000000000000200500008d00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002600060008000a000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359535441424155544800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSINDEXAUTH,SYSIBM  ,T,2020-07-29 17:29:34.774381,,302a000014000000a40b000000000000280000000000000054000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000009000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000900000000000000000000000000000000000000000000000000000000000000580b0000f0190000000000000000000000000000000000000000000000000000f828000000000000001a00000014080000000400e70300000000feffb8040000000000000000000000000000520000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230413093348313568202007291729347743812022081522131173283700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,9,20,0,2980,40,84,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-13 09:33:48.313568,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,82,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:11.732837,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-26,R,801000000300000003000000000000000000000000000000200500003d00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002800060008000c000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953494e444558415554480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSRELS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,f845000015000000c5000000000000000c000000000000001c000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff00000000000000000e000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000000000000000000000000000000000000000000000000000010100000b0130000000000000000000000000000000000000000000000000000a044000000000000c01300000014080000000100e70300000000feffb8040000000000000000000000000000d40000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230427050847110001202007291729347743812022081522131248557000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,14,21,0,197,12,28,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-27 05:08:47.110001,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,212,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:12.48557,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-25,R,d80f00000300000003000000000000000000000000000000200500007300000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e804000000000000080023000600080007000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f53595352454c5300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSROUTINES,SYSIBM  ,T,2020-07-29 17:29:34.774381,,60f9000016000000640b0000000000003f0000000000000043000000000000000a00000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000054000000000000000000000000000000000000000000000000000000000080bf00000000feffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000540000000000000000000000000000000000000000000000000000000000000058410000a86f000000000000000000000000000000000000000000000000000010f3000000000000b86f00000014080000000c00e70300000000feffb8040000000000000000000000000000fc0100000000000000000000000000009000004e5330204e20524e2000002020202003524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230425044838530778202007291729347743812022081522131266852200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,84,22,0,2916,63,67,10,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-25 04:48:38.530778,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,508,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:12.668522,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,d80f00000300000003000000000000000000000000000000200500007f00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002700060008000b000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953524f5554494e4553000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSROUTINEPARMS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,c87300001700000099460000000000007a0000000000000081000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff00000000000000001c000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c00000000000000000000000000000000000000000000000000000000000000481a0000103500000000000000000000000000000000000000000000000000003871000000000000203500000014080000000700e70300000000feffb8040000000000000000000000000000c40000000000000000000000000000000100004e5330204e20524e2000002020202003524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230422002341055218202007291729347743812022081522131259861100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,28,23,0,18073,122,129,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-22 00:23:41.055218,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,196,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:12.598611,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-25,R,681000000300000003000000000000000000000000000000200500007b00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002b00060008000f000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953524f5554494e455041524d530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSTABCONST,SYSIBM  ,T,2020-07-29 17:29:34.774381,,b8280000180000009a0b000000000000290000000000000059000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff00000000000000000d000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000d00000000000000000000000000000000000000000000000000000000000000900e0000381200000000000000000000000000000000000000000000000000007027000000000000481200000014080000000100e70300000000feffb8040000000000000000000000000000560000000000000000000000000000000100004e5330204e20524e2000002020202003524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230418034815348719202007291729347743812022081522131293815000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,13,24,0,2970,41,89,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-18 03:48:15.348719,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,86,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:12.93815,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,481100000300000003000000000000000000000000000000200500008f00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002700060008000b000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953544142434f4e5354000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSKEYCOLUSE,SYSIBM  ,T,2020-07-29 17:29:34.774381,,f824000019000000400e000000000000370000000000000090000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000005000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000500000000000000000000000000000000000000000000000000000000000000a0080000181000000000000000000000000000000000000000000000000000002024000000000000281000000014080000000200e70300000000feffb8040000000000000000000000000000470000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230413011347698453202007291729347743812022081522131210332500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,5,25,0,3648,55,144,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-13 01:13:47.698453,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,71,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:12.103325,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-26,R,481100000300000003000000000000000000000000000000200500005900000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002800060008000c000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359534b4559434f4c5553450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSCHECKS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,483000001a000000f300000000000000070000000000000007000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff00000000000000000f000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f00000000000000000000000000000000000000000000000000000000000000c00f000068130000000000000000000000000000000000000000000000000000f02e000000000000781300000014080000000100e70300000000feffb8040000000000000000000000000000c50000000000000000000000000000000100004e5330204e20524e2000002020202003524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230416175314344248202007291729347743812022081522131077230000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,15,26,0,243,7,7,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-16 17:53:14.344248,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,197,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:10.7723,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-26,R,d80f00000300000003000000000000000000000000000000200500000300000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e804000000000000080025000600080009000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953434845434b530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSCOLCHECKS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,f82200001b000000fb00000000000000050000000000000005000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000005000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000500000000000000000000000000000000000000000000000000000000000000a0080000181000000000000000000000000000000000000000000000000000002022000000000000281000000014080000000200e70300000000feffb8040000000000000000000000000000450000000000000000000000000000000100004e5330204e20524e2000002020202003524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230416175314398969202007291729347743812022081522131089624900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,5,27,0,251,5,5,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-16 17:53:14.398969,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,69,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:10.896249,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-26,R,481100000300000003000000000000000000000000000000200500000900000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002800060008000c000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953434f4c434845434b530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSDATATYPES,SYSIBM  ,T,2020-07-29 17:29:34.774381,,786200001c0000009000000000000000020000000000000002000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000028000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002800000000000000000000000000000000000000000000000000000000000000b0210000802c0000000000000000000000000000000000000000000000000000805f000000000000902c00000014080000000300e70300000000feffb8040000000000000000000000000000ec0000000000000000000000000000000100004e5330204e20524e2000002020202003524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230422002341091137202007291729347743812022081522131148396600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,40,28,0,144,2,2,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-22 00:23:41.091137,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,236,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:11.483966,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-26,R,d80f00000300000003000000000000000000000000000000200500002b00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002800060008000c000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359534441544154595045530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSCONSTDEP,SYSIBM  ,T,2020-07-29 17:29:34.774381,,582800001d000000c909000000000000210000000000000047000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000007000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000700000000000000000000000000000000000000000000000000000000000000380a0000001200000000000000000000000000000000000000000000000000006027000000000000101200000014080000000200e70300000000feffb8040000000000000000000000000000610000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230421193848587141202007291729347743812022081522131135918700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,7,29,0,2505,33,71,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-21 19:38:48.587141,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,97,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:11.359187,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,501100000300000003000000000000000000000000000000200500002300000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002700060008000b000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953434f4e5354444550000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
