NAME,CREATOR,TYPE,CTIME,REMARKS,PACKED_DESC,VIEW_DESC,COLCOUNT,FID,TID,CARD,NPAGES,FPAGES,OVERFLOW,PARENTS,CHILDREN,SELFREFS,KEYCOLUMNS,KEYOBID,REL_DESC,BASE_NAME,BASE_SCHEMA,TBSPACE,INDEX_TBSPACE,LONG_TBSPACE,KEYUNIQUE,CHECKCOUNT,CHECK_DESC,STATS_TIME,DEFINER,TRIG_DESC,DATA_CAPTURE,STATUS,CONST_CHECKED,PMAP_ID,ENCODING_SCHEME,PCTFREE,ROWTYPESCHEMA,ROWTYPENAME,APPEND_MODE,PARTITION_MODE,REFRESH,REFRESH_TIME,LOCKSIZE,VOLATILE,REMOTE_DESC,CLUSTERED,AST_DESC,DROPRULE,LOGINDEXBUILD,PROPERTY,STATISTICS_PROFILE,COMPRESSION,ACCESS_MODE,ACTIVE_BLOCKS,MAXFREESPACESEARCH,AVGCOMPRESSEDROWSIZE,AVGROWCOMPRESSIONRATIO,AVGROWSIZE,PCTROWSCOMPRESSED,CODEPAGE,PCTPAGESSAVED,LAST_REGEN_TIME,SECPOLICYID,PROTECTIONGRANULARITY,INVALIDATE_TIME,DEFINERTYPE,ALTER_TIME,AUDITPOLICYID,COLLATIONID,COLLATIONID_ORDERBY,ONCOMMIT,ONROLLBACK,LOGGED,LASTUSED,CONTROL,CONTROLS_DESC,ROWCOMPMODE,AUDITEXCEPTION_DESC,AUDITEXCEPTIONENABLED,MPAGES,EXTENDED_ROW_SIZE,PCTEXTENDEDROWS
SYSCOLDIST,SYSIBM  ,T,2020-07-29 17:29:34.774381,,b02b00001e00000024261f0000000000b72c00000000000076ea0000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000008000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000a00a0000680e0000000000000000000000000000000000000000000000000000b82a000000000000780e00000014080000000100e70300000000feffb8040000000000000000000000000000590000000000000000000000000000009400004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230416123330689114202007291729347743812022081522131098421900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,8,30,0,2041380,11447,60022,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-16 12:33:30.689114,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,89,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:10.984219,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,381100000300000003000000000000000000000000000000200500000d00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002600060008000a000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953434f4c4449535400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSEVENTMONITORS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,481f00001f0000000200000000000000010000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000012000000000000000000000000000000000000000000000000000000000080bf00000000feffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012000000000000000000000000000000000000000000000000000000000000005811000060180000000000000000000000000000000000000000000000000000a81d000000000000701800000014080000000200e70300000000feffb8040000000000000000000000000000a10000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230417092418560795202007291729347743812022081522131154608100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,18,31,0,2,1,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-17 09:24:18.560795,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,161,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:11.546081,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-22,R,d80f00000300000003000000000000000000000000000000200500002f00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002c000600080010000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359534556454e544d4f4e49544f525300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSEVENTS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,000c0000200000000200000000000000010000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000003000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000b8060000300a0000000000000000000000000000000000000000000000000000600b000000000000400a00000014080000000100e70300000000feffb8040000000000000000000000000000340000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230420224918383467202007291729347743812022081522131156728300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,3,32,0,2,1,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-20 22:49:18.383467,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,52,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:11.567283,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2022-11-25,R,581000000300000003000000000000000000000000000000200500003100000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e804000000000000080025000600080009000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359534556454e54530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSTABLESPACES,SYSIBM  ,T,2020-07-29 17:29:34.774381,,a043000021000000b2130000000000001e000000000000001e000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000016000000000000000000000000000000000000000000000000000000000080bf00000000feffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000160000000000000000000000000000000000000000000000000000000000000060140000782900000000000000000000000000000000000000000000000000007841000000000000882900000014080000000600e70300000000feffb80400000000000000000000000000008f0000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230425030847260643202007291729347743812022081522131302157300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,22,33,0,5042,30,30,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-25 03:08:47.260643,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,143,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:13.021573,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,d80f00000300000003000000000000000000000000000000200500009300000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002a00060008000e000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359535441424c45535041434553000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSDEPENDENCIES,SYSIBM  ,T,2020-07-29 17:29:34.774381,,c03f000022000000a42600000000000033000000000000003a000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff00000000000000000c000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c00000000000000000000000000000000000000000000000000000000000000900d000090190000000000000000000000000000000000000000000000000000683e000000000000a01900000014080000000300e70300000000feffb8040000000000000000000000000000780000000000000000000000000000000100004e5330204e20524e2000002020202004524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230423000500790739202007291729347743812022081522131151074500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,12,34,0,9892,51,58,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-23 00:05:00.790739,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,120,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:11.510745,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,d80f00000300000003000000000000000000000000000000200500002d00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002b00060008000f000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953444550454e44454e434945530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSTRIGGERS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,d03d0000230000001100000000000000010000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000019000000000000000000000000000000000000000000000000000000000080bf00000000feffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000190000000000000000000000000000000000000000000000000000000000000010170000e0210000000000000000000000000000000000000000000000000000b83b000000000000f02100000014080000000300e70300000000feffb8040000000000000000000000000000210100000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230412062935176982202007291729347743812022081522131313734600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,25,35,0,17,1,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-12 06:29:35.176982,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,289,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:13.137346,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,d80f00000300000003000000000000000000000000000000200500009b00000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002700060008000b000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359535452494747455253000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSCOLAUTH,SYSIBM  ,T,2020-07-29 17:29:34.774381,,c8260000240000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff00000000000000000c000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c00000000000000000000000000000000000000000000000000000000000000900d0000302400000000000000000000000000000000000000000000000000004025000000000000402400000014080000000600e70300000000feffb8040000000000000000000000000000000000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230414144348464546202007291729347743812022081522131083321000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,12,36,0,0,0,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-14 14:43:48.464546,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,0,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:10.83321,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,381100000300000003000000000000000000000000000000200500000700000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002600060008000a000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953434f4c4155544800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSSCHEMAAUTH,SYSIBM  ,T,2020-07-29 17:29:34.774381,,4032000025000000a607000000000000290000000000000038000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000013000000000000000000000000000000000000000000000000000000000080bf00000000feffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000130000000000000000000000000000000000000000000000000000000000000000120000782000000000000000000000000000000000000000000000000000006830000000000000882000000014080000000400e70300000000feffb8040000000000000000000000000000460000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230331090418153581202007291729347743812022081522131270610800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,19,37,0,1958,41,56,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-03-31 09:04:18.153581,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,70,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:12.706108,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,581000000300000003000000000000000000000000000000200500008100000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002900060008000d000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953534348454d414155544800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSSCHEMATA,SYSIBM  ,T,2020-07-29 17:29:34.774381,,9022000026000000f8030000000000001b000000000000001e000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff00000000000000000a000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a00000000000000000000000000000000000000000000000000000000000000200c0000281300000000000000000000000000000000000000000000000000006821000000000000381300000014080000000200e70300000000feffb8040000000000000000000000000000460000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230414062442524815202007291729347743812022081522131274231400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,10,38,0,1016,27,30,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-14 06:24:42.524815,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,70,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:12.742314,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,d80f00000300000003000000000000000000000000000000200500008300000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002700060008000b000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f535953534348454d415441000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSUSERAUTH,SYSIBM  ,T,2020-07-29 17:29:34.774381,,a01e000027000000eb1800000000000076000000000000008e000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000006000000000000000000000000000000000000000000000000000000000080bf00000000feffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000001009000060100000000000000000000000000000000000000000000000000000c01d000000000000701000000014080000000200e70300000000feffb8040000000000000000000000000000500000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230404130418799927202007291729347743812022081522131323884900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,6,39,0,6379,118,142,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-04 13:04:18.799927,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,80,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:13.238849,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-27,R,50110000030000000300000000000000000000000000000020050000a100000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002700060008000b000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359535553455241555448000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSNODEGROUPDEF,SYSIBM  ,T,2020-07-29 17:29:34.774381,,680c0000280000000300000000000000010000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000003000000000000000000000000000000000000000000000000000000000080bf00000000feffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000000000000080060000180a0000000000000000000000000000000000000000000000000000c00b000000000000280a00000014080000000100e70300000000feffb80400000000000000000000000000001d0000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230405013349020110202007291729347743812022081522131402611600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,3,40,0,3,1,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-05 01:33:49.02011,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,29,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:14.026116,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-26,R,f00f0000030000000300000000000000000000000000000020050000d300000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002b00060008000f000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359534e4f444547524f55504445460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
SYSNODEGROUPS,SYSIBM  ,T,2020-07-29 17:29:34.774381,,78160000290000000400000000000000010000000000000001000000000000000000000000000000000000000000000000000002ff00ffff00000002ff00ffff000000000000000008000000000000000000000000000000000000000000000000000000000080bf00000000feffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000700a0000701100000000000000000000000000000000000000000000000000007815000000000000801100000014080000000200e70300000000feffb80400000000000000000000000000003f0000000000000000000000000000000100004e5330204e20524e2000002020202002524e4e534e3000000000000000000000000000202007291729347743812020072917293477438120230415195348678112202007291729347743812022081522131405240700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,8,41,0,4,1,1,0,0,0,0,0,0,,,,SYSCATSPACE,,,0,0,,2023-04-15 19:53:48.678112,SYSIBM  ,,N,N,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0, ,"'-1",,,N, , ,,R, ,,,,�, ,                                ,,N,F,0,999,0,0.0,63,0.0,1208,0,2020-07-29 17:29:34.774381,0, ,2022-08-15 22:13:14.052407,S,2020-07-29 17:29:34.774381,,0x00000002ff00ffff,0x00000002ff00ffff, , , ,2023-04-26,R,f00f0000030000000300000000000000000000000000000020050000d500000000000002ff00ffff00000002ff00ffff00000000000000001805000005000000e80400000000000008002900060008000d000000000008002900080008000800090008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d20200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005359535f44454641554c545f524f575f5045524d495353494f4e5f5f5359534e4f444547524f55505300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053595349424d0000000000000000000000000000, ,,N,0,N,"'-1.0"
